id,Tên tỉnh,Tên tỉnh không dấu,Loại,Tên đầy đủ,Tên xã phường,Loại,slug,name_with_type,path,path_with_type,code,parent_code
30731,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Hát Môn,xa,hat-mon,Xã Hát Môn,"Hát Môn, Hà Nội","Xã Hát Môn, Thành phố Hà Nội",30731,11
30987,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Phúc Thọ,xa,phuc-tho,Xã Phúc Thọ,"Phúc Thọ, Hà Nội","Xã Phúc Thọ, Thành phố Hà Nội",30987,11
31243,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Đa Phúc,xa,da-phuc,Xã Đa Phúc,"Đa Phúc, Hà Nội","Xã Đa Phúc, Thành phố Hà Nội",31243,11
31499,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Phúc Lộc,xa,phuc-loc,Xã Phúc Lộc,"Phúc Lộc, Hà Nội","Xã Phúc Lộc, Thành phố Hà Nội",31499,11
31755,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Hoàn Kiếm,phuong,hoan-kiem,Phường Hoàn Kiếm,"Hoàn Kiếm, Hà Nội","Phường Hoàn Kiếm, Thành phố Hà Nội",31755,11
32011,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Yên Sở,phuong,yen-so,Phường Yên Sở,"Yên Sở, Hà Nội","Phường Yên Sở, Thành phố Hà Nội",32011,11
32267,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,Tây Hồ,phuong,tay-ho,Phường Tây Hồ,"Tây Hồ, Hà Nội","Phường Tây Hồ, Thành phố Hà Nội",32267,11
268,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thạnh An,xa,thanh-an,Xã Thạnh An,"Thạnh An, Hồ Chí Minh","Xã Thạnh An, Thành phố Hồ Chí Minh",268,12
524,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Xóm Chiếu,phuong,xom-chieu,Phường Xóm Chiếu,"Xóm Chiếu, Hồ Chí Minh","Phường Xóm Chiếu, Thành phố Hồ Chí Minh",524,12
780,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Vĩnh Hội,phuong,vinh-hoi,Phường Vĩnh Hội,"Vĩnh Hội, Hồ Chí Minh","Phường Vĩnh Hội, Thành phố Hồ Chí Minh",780,12
1036,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Khánh Hội,phuong,khanh-hoi,Phường Khánh Hội,"Khánh Hội, Hồ Chí Minh","Phường Khánh Hội, Thành phố Hồ Chí Minh",1036,12
1292,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Chánh,xa,binh-chanh,Xã Bình Chánh,"Bình Chánh, Hồ Chí Minh","Xã Bình Chánh, Thành phố Hồ Chí Minh",1292,12
1548,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Vĩnh Lộc,xa,vinh-loc,Xã Vĩnh Lộc,"Vĩnh Lộc, Hồ Chí Minh","Xã Vĩnh Lộc, Thành phố Hồ Chí Minh",1548,12
1804,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Vĩnh Lộc,xa,tan-vinh-loc,Xã Tân Vĩnh Lộc,"Tân Vĩnh Lộc, Hồ Chí Minh","Xã Tân Vĩnh Lộc, Thành phố Hồ Chí Minh",1804,12
2060,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Thới Đông,xa,an-thoi-dong,Xã An Thới Đông,"An Thới Đông, Hồ Chí Minh","Xã An Thới Đông, Thành phố Hồ Chí Minh",2060,12
2316,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Khánh,xa,binh-khanh,Xã Bình Khánh,"Bình Khánh, Hồ Chí Minh","Xã Bình Khánh, Thành phố Hồ Chí Minh",2316,12
2572,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bàn Cờ,phuong,ban-co,Phường Bàn Cờ,"Bàn Cờ, Hồ Chí Minh","Phường Bàn Cờ, Thành phố Hồ Chí Minh",2572,12
2828,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Xuân Hòa,phuong,xuan-hoa,Phường Xuân Hòa,"Xuân Hòa, Hồ Chí Minh","Phường Xuân Hòa, Thành phố Hồ Chí Minh",2828,12
3084,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Đông,phuong,binh-dong,Phường Bình Đông,"Bình Đông, Hồ Chí Minh","Phường Bình Đông, Thành phố Hồ Chí Minh",3084,12
3340,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Thuận,phuong,phu-thuan,Phường Phú Thuận,"Phú Thuận, Hồ Chí Minh","Phường Phú Thuận, Thành phố Hồ Chí Minh",3340,12
3596,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Mỹ,phuong,tan-my,Phường Tân Mỹ,"Tân Mỹ, Hồ Chí Minh","Phường Tân Mỹ, Thành phố Hồ Chí Minh",3596,12
3852,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Định,phuong,phu-dinh,Phường Phú Định,"Phú Định, Hồ Chí Minh","Phường Phú Định, Thành phố Hồ Chí Minh",3852,12
4108,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Chánh Hưng,phuong,chanh-hung,Phường Chánh Hưng,"Chánh Hưng, Hồ Chí Minh","Phường Chánh Hưng, Thành phố Hồ Chí Minh",4108,12
4364,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Long Bình,phuong,long-binh,Phường Long Bình,"Long Bình, Hồ Chí Minh","Phường Long Bình, Thành phố Hồ Chí Minh",4364,12
4620,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tăng Nhơn Phú,phuong,tang-nhon-phu,Phường Tăng Nhơn Phú,"Tăng Nhơn Phú, Hồ Chí Minh","Phường Tăng Nhơn Phú, Thành phố Hồ Chí Minh",4620,12
4876,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Tân,phuong,binh-tan,Phường Bình Tân,"Bình Tân, Hồ Chí Minh","Phường Bình Tân, Thành phố Hồ Chí Minh",4876,12
5132,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Trị Đông,phuong,binh-tri-dong,Phường Bình Trị Đông,"Bình Trị Đông, Hồ Chí Minh","Phường Bình Trị Đông, Thành phố Hồ Chí Minh",5132,12
5388,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Giáo,xa,phu-giao,Xã Phú Giáo,"Phú Giáo, Hồ Chí Minh","Xã Phú Giáo, Thành phố Hồ Chí Minh",5388,12
5644,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Hưng,xa,binh-hung,Xã Bình Hưng,"Bình Hưng, Hồ Chí Minh","Xã Bình Hưng, Thành phố Hồ Chí Minh",5644,12
5900,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thường Tân,xa,thuong-tan,Xã Thường Tân,"Thường Tân, Hồ Chí Minh","Xã Thường Tân, Thành phố Hồ Chí Minh",5900,12
6156,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Nhuận,phuong,phu-nhuan,Phường Phú Nhuận,"Phú Nhuận, Hồ Chí Minh","Phường Phú Nhuận, Thành phố Hồ Chí Minh",6156,12
6412,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Cầu Kiệu,phuong,cau-kieu,Phường Cầu Kiệu,"Cầu Kiệu, Hồ Chí Minh","Phường Cầu Kiệu, Thành phố Hồ Chí Minh",6412,12
6668,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Bình,phuong,tan-binh,Phường Tân Bình,"Tân Bình, Hồ Chí Minh","Phường Tân Bình, Thành phố Hồ Chí Minh",6668,12
6924,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Thạnh,phuong,phu-thanh,Phường Phú Thạnh,"Phú Thạnh, Hồ Chí Minh","Phường Phú Thạnh, Thành phố Hồ Chí Minh",6924,12
7180,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Định,phuong,tan-dinh,Phường Tân Định,"Tân Định, Hồ Chí Minh","Phường Tân Định, Thành phố Hồ Chí Minh",7180,12
7436,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Cầu Ông Lãnh,phuong,cau-ong-lanh,Phường Cầu Ông Lãnh,"Cầu Ông Lãnh, Hồ Chí Minh","Phường Cầu Ông Lãnh, Thành phố Hồ Chí Minh",7436,12
7692,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Sài Gòn,phuong,sai-gon,Phường Sài Gòn,"Sài Gòn, Hồ Chí Minh","Phường Sài Gòn, Thành phố Hồ Chí Minh",7692,12
7948,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bến Thành,phuong,ben-thanh,Phường Bến Thành,"Bến Thành, Hồ Chí Minh","Phường Bến Thành, Thành phố Hồ Chí Minh",7948,12
8204,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Diên Hồng,phuong,dien-hong,Phường Diên Hồng,"Diên Hồng, Hồ Chí Minh","Phường Diên Hồng, Thành phố Hồ Chí Minh",8204,12
8460,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Hòa Hưng,phuong,hoa-hung,Phường Hòa Hưng,"Hòa Hưng, Hồ Chí Minh","Phường Hòa Hưng, Thành phố Hồ Chí Minh",8460,12
8716,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Thới,phuong,binh-thoi,Phường Bình Thới,"Bình Thới, Hồ Chí Minh","Phường Bình Thới, Thành phố Hồ Chí Minh",8716,12
8972,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Thọ,phuong,phu-tho,Phường Phú Thọ,"Phú Thọ, Hồ Chí Minh","Phường Phú Thọ, Thành phố Hồ Chí Minh",8972,12
9228,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Phú,phuong,binh-phu,Phường Bình Phú,"Bình Phú, Hồ Chí Minh","Phường Bình Phú, Thành phố Hồ Chí Minh",9228,12
9484,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Sơn Nhì,phuong,tan-son-nhi,Phường Tân Sơn Nhì,"Tân Sơn Nhì, Hồ Chí Minh","Phường Tân Sơn Nhì, Thành phố Hồ Chí Minh",9484,12
9740,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tây Thạnh,phuong,tay-thanh,Phường Tây Thạnh,"Tây Thạnh, Hồ Chí Minh","Phường Tây Thạnh, Thành phố Hồ Chí Minh",9740,12
9996,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thủ Đức,phuong,thu-duc,Phường Thủ Đức,"Thủ Đức, Hồ Chí Minh","Phường Thủ Đức, Thành phố Hồ Chí Minh",9996,12
10252,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Hiệp Bình,phuong,hiep-binh,Phường Hiệp Bình,"Hiệp Bình, Hồ Chí Minh","Phường Hiệp Bình, Thành phố Hồ Chí Minh",10252,12
10508,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Linh Xuân,phuong,linh-xuan,Phường Linh Xuân,"Linh Xuân, Hồ Chí Minh","Phường Linh Xuân, Thành phố Hồ Chí Minh",10508,12
10764,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Trưng,phuong,binh-trung,Phường Bình Trưng,"Bình Trưng, Hồ Chí Minh","Phường Bình Trưng, Thành phố Hồ Chí Minh",10764,12
11020,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Khánh,phuong,an-khanh,Phường An Khánh,"An Khánh, Hồ Chí Minh","Phường An Khánh, Thành phố Hồ Chí Minh",11020,12
11276,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú An,phuong,phu-an,Phường Phú An,"Phú An, Hồ Chí Minh","Phường Phú An, Thành phố Hồ Chí Minh",11276,12
11532,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thuận Giao,phuong,thuan-giao,Phường Thuận Giao,"Thuận Giao, Hồ Chí Minh","Phường Thuận Giao, Thành phố Hồ Chí Minh",11532,12
11788,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Hòa,phuong,binh-hoa,Phường Bình Hòa,"Bình Hòa, Hồ Chí Minh","Phường Bình Hòa, Thành phố Hồ Chí Minh",11788,12
12044,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thủ Dầu Một,phuong,thu-dau-mot,Phường Thủ Dầu Một,"Thủ Dầu Một, Hồ Chí Minh","Phường Thủ Dầu Một, Thành phố Hồ Chí Minh",12044,12
12300,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Lái Thiêu,phuong,lai-thieu,Phường Lái Thiêu,"Lái Thiêu, Hồ Chí Minh","Phường Lái Thiêu, Thành phố Hồ Chí Minh",12300,12
12556,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Phú,phuong,an-phu,Phường An Phú,"An Phú, Hồ Chí Minh","Phường An Phú, Thành phố Hồ Chí Minh",12556,12
12812,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Rạch Dừa,phuong,rach-dua,Phường Rạch Dừa,"Rạch Dừa, Hồ Chí Minh","Phường Rạch Dừa, Thành phố Hồ Chí Minh",12812,12
13068,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Long Hòa,xa,long-hoa,Xã Long Hòa,"Long Hòa, Hồ Chí Minh","Xã Long Hòa, Thành phố Hồ Chí Minh",13068,12
13324,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Minh Thạnh,xa,minh-thanh,Xã Minh Thạnh,"Minh Thạnh, Hồ Chí Minh","Xã Minh Thạnh, Thành phố Hồ Chí Minh",13324,12
13580,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Tạo,phuong,tan-tao,Phường Tân Tạo,"Tân Tạo, Hồ Chí Minh","Phường Tân Tạo, Thành phố Hồ Chí Minh",13580,12
13836,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Long Nguyên,phuong,long-nguyen,Phường Long Nguyên,"Long Nguyên, Hồ Chí Minh","Phường Long Nguyên, Thành phố Hồ Chí Minh",13836,12
14092,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Trừ Văn Thố,xa,tru-van-tho,Xã Trừ Văn Thố,"Trừ Văn Thố, Hồ Chí Minh","Xã Trừ Văn Thố, Thành phố Hồ Chí Minh",14092,12
14348,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bến Cát,phuong,ben-cat,Phường Bến Cát,"Bến Cát, Hồ Chí Minh","Phường Bến Cát, Thành phố Hồ Chí Minh",14348,12
14604,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Dầu Tiếng,xa,dau-tieng,Xã Dầu Tiếng,"Dầu Tiếng, Hồ Chí Minh","Xã Dầu Tiếng, Thành phố Hồ Chí Minh",14604,12
14860,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Khánh,phuong,tan-khanh,Phường Tân Khánh,"Tân Khánh, Hồ Chí Minh","Phường Tân Khánh, Thành phố Hồ Chí Minh",14860,12
15116,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Uyên,phuong,tan-uyen,Phường Tân Uyên,"Tân Uyên, Hồ Chí Minh","Phường Tân Uyên, Thành phố Hồ Chí Minh",15116,12
15372,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phước Hòa,xa,phuoc-hoa,Xã Phước Hòa,"Phước Hòa, Hồ Chí Minh","Xã Phước Hòa, Thành phố Hồ Chí Minh",15372,12
15628,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Chánh Hiệp,phuong,chanh-hiep,Phường Chánh Hiệp,"Chánh Hiệp, Hồ Chí Minh","Phường Chánh Hiệp, Thành phố Hồ Chí Minh",15628,12
15884,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thới Hòa,phuong,thoi-hoa,Phường Thới Hòa,"Thới Hòa, Hồ Chí Minh","Phường Thới Hòa, Thành phố Hồ Chí Minh",15884,12
16140,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tây Nam,phuong,tay-nam,Phường Tây Nam,"Tây Nam, Hồ Chí Minh","Phường Tây Nam, Thành phố Hồ Chí Minh",16140,12
16396,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thanh An,xa,thanh-an,Xã Thanh An,"Thanh An, Hồ Chí Minh","Xã Thanh An, Thành phố Hồ Chí Minh",16396,12
16652,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Nhựt,xa,tan-nhut,Xã Tân Nhựt,"Tân Nhựt, Hồ Chí Minh","Xã Tân Nhựt, Thành phố Hồ Chí Minh",16652,12
16908,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Dĩ An,phuong,di-an,Phường Dĩ An,"Dĩ An, Hồ Chí Minh","Phường Dĩ An, Thành phố Hồ Chí Minh",16908,12
17164,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Đông Hiệp,phuong,tan-dong-hiep,Phường Tân Đông Hiệp,"Tân Đông Hiệp, Hồ Chí Minh","Phường Tân Đông Hiệp, Thành phố Hồ Chí Minh",17164,12
17420,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Lợi,phuong,phu-loi,Phường Phú Lợi,"Phú Lợi, Hồ Chí Minh","Phường Phú Lợi, Thành phố Hồ Chí Minh",17420,12
17676,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Đặc Khu Côn Đảo,xa,dac-khu-con-dao,Xã Đặc Khu Côn Đảo,"Đặc Khu Côn Đảo, Hồ Chí Minh","Xã Đặc Khu Côn Đảo, Thành phố Hồ Chí Minh",17676,12
17932,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Long Điền,xa,long-dien,Xã Long Điền,"Long Điền, Hồ Chí Minh","Xã Long Điền, Thành phố Hồ Chí Minh",17932,12
18188,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Hưng Hòa,phuong,binh-hung-hoa,Phường Bình Hưng Hòa,"Bình Hưng Hòa, Hồ Chí Minh","Phường Bình Hưng Hòa, Thành phố Hồ Chí Minh",18188,12
18444,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Nhiêu Lộc,phuong,nhieu-loc,Phường Nhiêu Lộc,"Nhiêu Lộc, Hồ Chí Minh","Phường Nhiêu Lộc, Thành phố Hồ Chí Minh",18444,12
18700,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Chợ Quán,phuong,cho-quan,Phường Chợ Quán,"Chợ Quán, Hồ Chí Minh","Phường Chợ Quán, Thành phố Hồ Chí Minh",18700,12
18956,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Đông,phuong,an-dong,Phường An Đông,"An Đông, Hồ Chí Minh","Phường An Đông, Thành phố Hồ Chí Minh",18956,12
19212,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Chợ Lớn,phuong,cho-lon,Phường Chợ Lớn,"Chợ Lớn, Hồ Chí Minh","Phường Chợ Lớn, Thành phố Hồ Chí Minh",19212,12
19468,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Tiên,phuong,binh-tien,Phường Bình Tiên,"Bình Tiên, Hồ Chí Minh","Phường Bình Tiên, Thành phố Hồ Chí Minh",19468,12
19724,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Phú Lâm,phuong,phu-lam,Phường Phú Lâm,"Phú Lâm, Hồ Chí Minh","Phường Phú Lâm, Thành phố Hồ Chí Minh",19724,12
19980,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Hưng,phuong,tan-hung,Phường Tân Hưng,"Tân Hưng, Hồ Chí Minh","Phường Tân Hưng, Thành phố Hồ Chí Minh",19980,12
20236,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Thuận,phuong,tan-thuan,Phường Tân Thuận,"Tân Thuận, Hồ Chí Minh","Phường Tân Thuận, Thành phố Hồ Chí Minh",20236,12
20492,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Vườn Lài,phuong,vuon-lai,Phường Vườn Lài,"Vườn Lài, Hồ Chí Minh","Phường Vườn Lài, Thành phố Hồ Chí Minh",20492,12
20748,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Minh Phụng,phuong,minh-phung,Phường Minh Phụng,"Minh Phụng, Hồ Chí Minh","Phường Minh Phụng, Thành phố Hồ Chí Minh",20748,12
21004,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Hòa Bình,phuong,hoa-binh,Phường Hòa Bình,"Hòa Bình, Hồ Chí Minh","Phường Hòa Bình, Thành phố Hồ Chí Minh",21004,12
21260,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Đông Hưng Thuận,phuong,dong-hung-thuan,Phường Đông Hưng Thuận,"Đông Hưng Thuận, Hồ Chí Minh","Phường Đông Hưng Thuận, Thành phố Hồ Chí Minh",21260,12
21516,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Trung Mỹ Tây,phuong,trung-my-tay,Phường Trung Mỹ Tây,"Trung Mỹ Tây, Hồ Chí Minh","Phường Trung Mỹ Tây, Thành phố Hồ Chí Minh",21516,12
21772,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Thới Hiệp,phuong,tan-thoi-hiep,Phường Tân Thới Hiệp,"Tân Thới Hiệp, Hồ Chí Minh","Phường Tân Thới Hiệp, Thành phố Hồ Chí Minh",21772,12
22028,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thới An,phuong,thoi-an,Phường Thới An,"Thới An, Hồ Chí Minh","Phường Thới An, Thành phố Hồ Chí Minh",22028,12
22284,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Phú Đông,phuong,an-phu-dong,Phường An Phú Đông,"An Phú Đông, Hồ Chí Minh","Phường An Phú Đông, Thành phố Hồ Chí Minh",22284,12
22540,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Gia Định,phuong,gia-dinh,Phường Gia Định,"Gia Định, Hồ Chí Minh","Phường Gia Định, Thành phố Hồ Chí Minh",22540,12
22796,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Thạnh,phuong,binh-thanh,Phường Bình Thạnh,"Bình Thạnh, Hồ Chí Minh","Phường Bình Thạnh, Thành phố Hồ Chí Minh",22796,12
23052,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Lợi Trung,phuong,binh-loi-trung,Phường Bình Lợi Trung,"Bình Lợi Trung, Hồ Chí Minh","Phường Bình Lợi Trung, Thành phố Hồ Chí Minh",23052,12
23308,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thạnh Mỹ Tây,phuong,thanh-my-tay,Phường Thạnh Mỹ Tây,"Thạnh Mỹ Tây, Hồ Chí Minh","Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",23308,12
23564,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Bình Quới,phuong,binh-quoi,Phường Bình Quới,"Bình Quới, Hồ Chí Minh","Phường Bình Quới, Thành phố Hồ Chí Minh",23564,12
23820,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Lạc,phuong,an-lac,Phường An Lạc,"An Lạc, Hồ Chí Minh","Phường An Lạc, Thành phố Hồ Chí Minh",23820,12
24076,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Hạnh Thông,phuong,hanh-thong,Phường Hạnh Thông,"Hạnh Thông, Hồ Chí Minh","Phường Hạnh Thông, Thành phố Hồ Chí Minh",24076,12
24332,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Nhơn,phuong,an-nhon,Phường An Nhơn,"An Nhơn, Hồ Chí Minh","Phường An Nhơn, Thành phố Hồ Chí Minh",24332,12
24588,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Gò Vấp,phuong,go-vap,Phường Gò Vấp,"Gò Vấp, Hồ Chí Minh","Phường Gò Vấp, Thành phố Hồ Chí Minh",24588,12
24844,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Thông Tây Hội,phuong,thong-tay-hoi,Phường Thông Tây Hội,"Thông Tây Hội, Hồ Chí Minh","Phường Thông Tây Hội, Thành phố Hồ Chí Minh",24844,12
25100,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Hội Tây,phuong,an-hoi-tay,Phường An Hội Tây,"An Hội Tây, Hồ Chí Minh","Phường An Hội Tây, Thành phố Hồ Chí Minh",25100,12
25356,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,An Hội Đông,phuong,an-hoi-dong,Phường An Hội Đông,"An Hội Đông, Hồ Chí Minh","Phường An Hội Đông, Thành phố Hồ Chí Minh",25356,12
25612,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Đức Nhuận,phuong,duc-nhuan,Phường Đức Nhuận,"Đức Nhuận, Hồ Chí Minh","Phường Đức Nhuận, Thành phố Hồ Chí Minh",25612,12
25868,Hồ Chí Minh,ho-chi-minh,thanh-pho,Thành phố Hồ Chí Minh,Tân Sơn Hòa,phuong,tan-son-hoa,Phường Tân Sơn Hòa,"Tân Sơn Hòa, Hồ Chí Minh","Phường Tân Sơn Hòa, Thành phố Hồ Chí Minh",25868,12
