id,Tên tỉnh,Tên tỉnh không dấu,Loại,Tên đầy đủ,Tên xã phường,Loại,slug,name_with_type,path,path_with_type,code,parent_code
17699,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thổ Tang,xa,tho-tang,Xã Thổ Tang,"Thổ Tang, Phú Thọ","Xã Thổ Tang, Tỉnh Phú Thọ",17699,35
17955,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh Hưng,xa,vinh-hung,Xã Vĩnh Hưng,"Vĩnh Hưng, Phú Thọ","Xã Vĩnh Hưng, Tỉnh Phú Thọ",17955,35
18211,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh An,xa,vinh-an,Xã Vĩnh An,"Vĩnh An, Phú Thọ","Xã Vĩnh An, Tỉnh Phú Thọ",18211,35
18467,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh Phú,xa,vinh-phu,Xã Vĩnh Phú,"Vĩnh Phú, Phú Thọ","Xã Vĩnh Phú, Tỉnh Phú Thọ",18467,35
18723,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh Thành,xa,vinh-thanh,Xã Vĩnh Thành,"Vĩnh Thành, Phú Thọ","Xã Vĩnh Thành, Tỉnh Phú Thọ",18723,35
18979,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Yên Lạc,xa,yen-lac,Xã Yên Lạc,"Yên Lạc, Phú Thọ","Xã Yên Lạc, Tỉnh Phú Thọ",18979,35
19235,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tề Lỗ,xa,te-lo,Xã Tề Lỗ,"Tề Lỗ, Phú Thọ","Xã Tề Lỗ, Tỉnh Phú Thọ",19235,35
19491,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Liên Châu,xa,lien-chau,Xã Liên Châu,"Liên Châu, Phú Thọ","Xã Liên Châu, Tỉnh Phú Thọ",19491,35
19747,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tam Hồng,xa,tam-hong,Xã Tam Hồng,"Tam Hồng, Phú Thọ","Xã Tam Hồng, Tỉnh Phú Thọ",19747,35
20003,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Nguyệt Đức,xa,nguyet-duc,Xã Nguyệt Đức,"Nguyệt Đức, Phú Thọ","Xã Nguyệt Đức, Tỉnh Phú Thọ",20003,35
20259,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Bình Nguyên,xa,binh-nguyen,Xã Bình Nguyên,"Bình Nguyên, Phú Thọ","Xã Bình Nguyên, Tỉnh Phú Thọ",20259,35
20515,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Xuân Lãng,xa,xuan-lang,Xã Xuân Lãng,"Xuân Lãng, Phú Thọ","Xã Xuân Lãng, Tỉnh Phú Thọ",20515,35
20771,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Bình Xuyên,xa,binh-xuyen,Xã Bình Xuyên,"Bình Xuyên, Phú Thọ","Xã Bình Xuyên, Tỉnh Phú Thọ",20771,35
21027,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Bình Tuyền,xa,binh-tuyen,Xã Bình Tuyền,"Bình Tuyền, Phú Thọ","Xã Bình Tuyền, Tỉnh Phú Thọ",21027,35
21283,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh Phúc,phuong,vinh-phuc,Phường Vĩnh Phúc,"Vĩnh Phúc, Phú Thọ","Phường Vĩnh Phúc, Tỉnh Phú Thọ",21283,35
21539,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh Yên,phuong,vinh-yen,Phường Vĩnh Yên,"Vĩnh Yên, Phú Thọ","Phường Vĩnh Yên, Tỉnh Phú Thọ",21539,35
21795,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vân Phú,phuong,van-phu,Phường Vân Phú,"Vân Phú, Phú Thọ","Phường Vân Phú, Tỉnh Phú Thọ",21795,35
22051,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hy Cương,xa,hy-cuong,Xã Hy Cương,"Hy Cương, Phú Thọ","Xã Hy Cương, Tỉnh Phú Thọ",22051,35
22307,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Lâm Thao,xa,lam-thao,Xã Lâm Thao,"Lâm Thao, Phú Thọ","Xã Lâm Thao, Tỉnh Phú Thọ",22307,35
22563,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Xuân Lũng,xa,xuan-lung,Xã Xuân Lũng,"Xuân Lũng, Phú Thọ","Xã Xuân Lũng, Tỉnh Phú Thọ",22563,35
22819,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Phùng Nguyên,xa,phung-nguyen,Xã Phùng Nguyên,"Phùng Nguyên, Phú Thọ","Xã Phùng Nguyên, Tỉnh Phú Thọ",22819,35
23075,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Bản Nguyên,xa,ban-nguyen,Xã Bản Nguyên,"Bản Nguyên, Phú Thọ","Xã Bản Nguyên, Tỉnh Phú Thọ",23075,35
23331,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Phong Châu,phuong,phong-chau,Phường Phong Châu,"Phong Châu, Phú Thọ","Phường Phong Châu, Tỉnh Phú Thọ",23331,35
23587,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Phú Thọ,phuong,phu-tho,Phường Phú Thọ,"Phú Thọ, Phú Thọ","Phường Phú Thọ, Tỉnh Phú Thọ",23587,35
23843,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Âu Cơ,phuong,au-co,Phường Âu Cơ,"Âu Cơ, Phú Thọ","Phường Âu Cơ, Tỉnh Phú Thọ",23843,35
24099,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Phù Ninh,xa,phu-ninh,Xã Phù Ninh,"Phù Ninh, Phú Thọ","Xã Phù Ninh, Tỉnh Phú Thọ",24099,35
24355,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Dân Chủ,xa,dan-chu,Xã Dân Chủ,"Dân Chủ, Phú Thọ","Xã Dân Chủ, Tỉnh Phú Thọ",24355,35
24611,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Phú Mỹ,xa,phu-my,Xã Phú Mỹ,"Phú Mỹ, Phú Thọ","Xã Phú Mỹ, Tỉnh Phú Thọ",24611,35
24867,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Trạm Thản,xa,tram-than,Xã Trạm Thản,"Trạm Thản, Phú Thọ","Xã Trạm Thản, Tỉnh Phú Thọ",24867,35
25123,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Bình Phú,xa,binh-phu,Xã Bình Phú,"Bình Phú, Phú Thọ","Xã Bình Phú, Tỉnh Phú Thọ",25123,35
25379,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thanh Ba,xa,thanh-ba,Xã Thanh Ba,"Thanh Ba, Phú Thọ","Xã Thanh Ba, Tỉnh Phú Thọ",25379,35
25635,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Quảng Yên,xa,quang-yen,Xã Quảng Yên,"Quảng Yên, Phú Thọ","Xã Quảng Yên, Tỉnh Phú Thọ",25635,35
25891,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hoàng Cương,xa,hoang-cuong,Xã Hoàng Cương,"Hoàng Cương, Phú Thọ","Xã Hoàng Cương, Tỉnh Phú Thọ",25891,35
26147,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Đông Thành,xa,dong-thanh,Xã Đông Thành,"Đông Thành, Phú Thọ","Xã Đông Thành, Tỉnh Phú Thọ",26147,35
26403,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Chí Tiên,xa,chi-tien,Xã Chí Tiên,"Chí Tiên, Phú Thọ","Xã Chí Tiên, Tỉnh Phú Thọ",26403,35
26659,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Liên Minh,xa,lien-minh,Xã Liên Minh,"Liên Minh, Phú Thọ","Xã Liên Minh, Tỉnh Phú Thọ",26659,35
26915,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Đoan Hùng,xa,doan-hung,Xã Đoan Hùng,"Đoan Hùng, Phú Thọ","Xã Đoan Hùng, Tỉnh Phú Thọ",26915,35
27171,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tây Cốc,xa,tay-coc,Xã Tây Cốc,"Tây Cốc, Phú Thọ","Xã Tây Cốc, Tỉnh Phú Thọ",27171,35
27427,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Chân Mộng,xa,chan-mong,Xã Chân Mộng,"Chân Mộng, Phú Thọ","Xã Chân Mộng, Tỉnh Phú Thọ",27427,35
27683,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Chí Đám,xa,chi-dam,Xã Chí Đám,"Chí Đám, Phú Thọ","Xã Chí Đám, Tỉnh Phú Thọ",27683,35
27939,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Bằng Luân,xa,bang-luan,Xã Bằng Luân,"Bằng Luân, Phú Thọ","Xã Bằng Luân, Tỉnh Phú Thọ",27939,35
28195,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hạ Hòa,xa,ha-hoa,Xã Hạ Hòa,"Hạ Hòa, Phú Thọ","Xã Hạ Hòa, Tỉnh Phú Thọ",28195,35
28451,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Đan Thượng,xa,dan-thuong,Xã Đan Thượng,"Đan Thượng, Phú Thọ","Xã Đan Thượng, Tỉnh Phú Thọ",28451,35
28707,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Yên Kỳ,xa,yen-ky,Xã Yên Kỳ,"Yên Kỳ, Phú Thọ","Xã Yên Kỳ, Tỉnh Phú Thọ",28707,35
28963,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vĩnh Chân,xa,vinh-chan,Xã Vĩnh Chân,"Vĩnh Chân, Phú Thọ","Xã Vĩnh Chân, Tỉnh Phú Thọ",28963,35
29219,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Văn Lang,xa,van-lang,Xã Văn Lang,"Văn Lang, Phú Thọ","Xã Văn Lang, Tỉnh Phú Thọ",29219,35
29475,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hiền Lương,xa,hien-luong,Xã Hiền Lương,"Hiền Lương, Phú Thọ","Xã Hiền Lương, Tỉnh Phú Thọ",29475,35
29731,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Cẩm Khê,xa,cam-khe,Xã Cẩm Khê,"Cẩm Khê, Phú Thọ","Xã Cẩm Khê, Tỉnh Phú Thọ",29731,35
29987,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Phú Khê,xa,phu-khe,Xã Phú Khê,"Phú Khê, Phú Thọ","Xã Phú Khê, Tỉnh Phú Thọ",29987,35
30243,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hùng Việt,xa,hung-viet,Xã Hùng Việt,"Hùng Việt, Phú Thọ","Xã Hùng Việt, Tỉnh Phú Thọ",30243,35
30499,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Đồng Lương,xa,dong-luong,Xã Đồng Lương,"Đồng Lương, Phú Thọ","Xã Đồng Lương, Tỉnh Phú Thọ",30499,35
30755,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tiên Lương,xa,tien-luong,Xã Tiên Lương,"Tiên Lương, Phú Thọ","Xã Tiên Lương, Tỉnh Phú Thọ",30755,35
31011,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vân Bán,xa,van-ban,Xã Vân Bán,"Vân Bán, Phú Thọ","Xã Vân Bán, Tỉnh Phú Thọ",31011,35
31267,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tam Nông,xa,tam-nong,Xã Tam Nông,"Tam Nông, Phú Thọ","Xã Tam Nông, Tỉnh Phú Thọ",31267,35
31523,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thọ Văn,xa,tho-van,Xã Thọ Văn,"Thọ Văn, Phú Thọ","Xã Thọ Văn, Tỉnh Phú Thọ",31523,35
31779,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Vạn Xuân,xa,van-xuan,Xã Vạn Xuân,"Vạn Xuân, Phú Thọ","Xã Vạn Xuân, Tỉnh Phú Thọ",31779,35
32035,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hiền Quan,xa,hien-quan,Xã Hiền Quan,"Hiền Quan, Phú Thọ","Xã Hiền Quan, Tỉnh Phú Thọ",32035,35
32291,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thanh Thủy,xa,thanh-thuy,Xã Thanh Thủy,"Thanh Thủy, Phú Thọ","Xã Thanh Thủy, Tỉnh Phú Thọ",32291,35
32547,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Đào Xá,xa,dao-xa,Xã Đào Xá,"Đào Xá, Phú Thọ","Xã Đào Xá, Tỉnh Phú Thọ",32547,35
32803,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tu Vũ,xa,tu-vu,Xã Tu Vũ,"Tu Vũ, Phú Thọ","Xã Tu Vũ, Tỉnh Phú Thọ",32803,35
33059,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thanh Sơn,xa,thanh-son,Xã Thanh Sơn,"Thanh Sơn, Phú Thọ","Xã Thanh Sơn, Tỉnh Phú Thọ",33059,35
33315,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Võ Miếu,xa,vo-mieu,Xã Võ Miếu,"Võ Miếu, Phú Thọ","Xã Võ Miếu, Tỉnh Phú Thọ",33315,35
33571,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Văn Miếu,xa,van-mieu,Xã Văn Miếu,"Văn Miếu, Phú Thọ","Xã Văn Miếu, Tỉnh Phú Thọ",33571,35
33827,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Cự Đồng,xa,cu-dong,Xã Cự Đồng,"Cự Đồng, Phú Thọ","Xã Cự Đồng, Tỉnh Phú Thọ",33827,35
34083,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Hương Cần,xa,huong-can,Xã Hương Cần,"Hương Cần, Phú Thọ","Xã Hương Cần, Tỉnh Phú Thọ",34083,35
34339,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Yên Sơn,xa,yen-son,Xã Yên Sơn,"Yên Sơn, Phú Thọ","Xã Yên Sơn, Tỉnh Phú Thọ",34339,35
34595,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Khả Cửu,xa,kha-cuu,Xã Khả Cửu,"Khả Cửu, Phú Thọ","Xã Khả Cửu, Tỉnh Phú Thọ",34595,35
34851,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Tân Sơn,xa,tan-son,Xã Tân Sơn,"Tân Sơn, Phú Thọ","Xã Tân Sơn, Tỉnh Phú Thọ",34851,35
35107,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Minh Đài,xa,minh-dai,Xã Minh Đài,"Minh Đài, Phú Thọ","Xã Minh Đài, Tỉnh Phú Thọ",35107,35
35363,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Lai Đồng,xa,lai-dong,Xã Lai Đồng,"Lai Đồng, Phú Thọ","Xã Lai Đồng, Tỉnh Phú Thọ",35363,35
35619,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Xuân Đài,xa,xuan-dai,Xã Xuân Đài,"Xuân Đài, Phú Thọ","Xã Xuân Đài, Tỉnh Phú Thọ",35619,35
35875,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Long Cốc,xa,long-coc,Xã Long Cốc,"Long Cốc, Phú Thọ","Xã Long Cốc, Tỉnh Phú Thọ",35875,35
36131,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Yên Lập,xa,yen-lap,Xã Yên Lập,"Yên Lập, Phú Thọ","Xã Yên Lập, Tỉnh Phú Thọ",36131,35
36387,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thượng Long,xa,thuong-long,Xã Thượng Long,"Thượng Long, Phú Thọ","Xã Thượng Long, Tỉnh Phú Thọ",36387,35
36643,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Sơn Lương,xa,son-luong,Xã Sơn Lương,"Sơn Lương, Phú Thọ","Xã Sơn Lương, Tỉnh Phú Thọ",36643,35
36899,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Xuân Viên,xa,xuan-vien,Xã Xuân Viên,"Xuân Viên, Phú Thọ","Xã Xuân Viên, Tỉnh Phú Thọ",36899,35
37155,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Minh Hòa,xa,minh-hoa,Xã Minh Hòa,"Minh Hòa, Phú Thọ","Xã Minh Hòa, Tỉnh Phú Thọ",37155,35
37411,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Việt Trì,phuong,viet-tri,Phường Việt Trì,"Việt Trì, Phú Thọ","Phường Việt Trì, Tỉnh Phú Thọ",37411,35
37667,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Nông Trang,phuong,nong-trang,Phường Nông Trang,"Nông Trang, Phú Thọ","Phường Nông Trang, Tỉnh Phú Thọ",37667,35
37923,Phú Thọ,phu-tho,tinh,Tỉnh Phú Thọ,Thanh Miếu,phuong,thanh-mieu,Phường Thanh Miếu,"Thanh Miếu, Phú Thọ","Phường Thanh Miếu, Tỉnh Phú Thọ",37923,35
292,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đắk Long,xa,dak-long,Xã Đắk Long,"Đắk Long, Quảng Ngãi","Xã Đắk Long, Tỉnh Quảng Ngãi",292,36
548,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Xa,xa,ba-xa,Xã Ba Xa,"Ba Xa, Quảng Ngãi","Xã Ba Xa, Tỉnh Quảng Ngãi",548,36
804,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Cà Đam,xa,ca-dam,Xã Cà Đam,"Cà Đam, Quảng Ngãi","Xã Cà Đam, Tỉnh Quảng Ngãi",804,36
1060,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Vạn Tường,xa,van-tuong,Xã Vạn Tường,"Vạn Tường, Quảng Ngãi","Xã Vạn Tường, Tỉnh Quảng Ngãi",1060,36
1316,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Mô Rai,xa,mo-rai,Xã Mô Rai,"Mô Rai, Quảng Ngãi","Xã Mô Rai, Tỉnh Quảng Ngãi",1316,36
1572,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Rơ Kơi,xa,ro-koi,Xã Rơ Kơi,"Rơ Kơi, Quảng Ngãi","Xã Rơ Kơi, Tỉnh Quảng Ngãi",1572,36
1828,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ia Đal,xa,ia-dal,Xã Ia Đal,"Ia Đal, Quảng Ngãi","Xã Ia Đal, Tỉnh Quảng Ngãi",1828,36
2084,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ia Tơi,xa,ia-toi,Xã Ia Tơi,"Ia Tơi, Quảng Ngãi","Xã Ia Tơi, Tỉnh Quảng Ngãi",2084,36
2340,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Tây Trà Bồng,xa,tay-tra-bong,Xã Tây Trà Bồng,"Tây Trà Bồng, Quảng Ngãi","Xã Tây Trà Bồng, Tỉnh Quảng Ngãi",2340,36
2596,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đông Sơn,xa,dong-son,Xã Đông Sơn,"Đông Sơn, Quảng Ngãi","Xã Đông Sơn, Tỉnh Quảng Ngãi",2596,36
2852,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đặc Khu Lý Sơn,xa,dac-khu-ly-son,Xã Đặc Khu Lý Sơn,"Đặc Khu Lý Sơn, Quảng Ngãi","Xã Đặc Khu Lý Sơn, Tỉnh Quảng Ngãi",2852,36
3108,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Tịnh Khê,xa,tinh-khe,Xã Tịnh Khê,"Tịnh Khê, Quảng Ngãi","Xã Tịnh Khê, Tỉnh Quảng Ngãi",3108,36
3364,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Trương Quang Trọng,phuong,truong-quang-trong,Phường Trương Quang Trọng,"Trương Quang Trọng, Quảng Ngãi","Phường Trương Quang Trọng, Tỉnh Quảng Ngãi",3364,36
3620,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,An Phú,xa,an-phu,Xã An Phú,"An Phú, Quảng Ngãi","Xã An Phú, Tỉnh Quảng Ngãi",3620,36
3876,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Cẩm Thành,phuong,cam-thanh,Phường Cẩm Thành,"Cẩm Thành, Quảng Ngãi","Phường Cẩm Thành, Tỉnh Quảng Ngãi",3876,36
4132,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Nghĩa Lộ,phuong,nghia-lo,Phường Nghĩa Lộ,"Nghĩa Lộ, Quảng Ngãi","Phường Nghĩa Lộ, Tỉnh Quảng Ngãi",4132,36
4388,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Trà Câu,phuong,tra-cau,Phường Trà Câu,"Trà Câu, Quảng Ngãi","Phường Trà Câu, Tỉnh Quảng Ngãi",4388,36
4644,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Nguyễn Nghiêm,xa,nguyen-nghiem,Xã Nguyễn Nghiêm,"Nguyễn Nghiêm, Quảng Ngãi","Xã Nguyễn Nghiêm, Tỉnh Quảng Ngãi",4644,36
4900,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đức Phổ,phuong,duc-pho,Phường Đức Phổ,"Đức Phổ, Quảng Ngãi","Phường Đức Phổ, Tỉnh Quảng Ngãi",4900,36
5156,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Khánh Cường,xa,khanh-cuong,Xã Khánh Cường,"Khánh Cường, Quảng Ngãi","Xã Khánh Cường, Tỉnh Quảng Ngãi",5156,36
5412,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sa Huỳnh,phuong,sa-huynh,Phường Sa Huỳnh,"Sa Huỳnh, Quảng Ngãi","Phường Sa Huỳnh, Tỉnh Quảng Ngãi",5412,36
5668,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Bình Minh,xa,binh-minh,Xã Bình Minh,"Bình Minh, Quảng Ngãi","Xã Bình Minh, Tỉnh Quảng Ngãi",5668,36
5924,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Bình Chương,xa,binh-chuong,Xã Bình Chương,"Bình Chương, Quảng Ngãi","Xã Bình Chương, Tỉnh Quảng Ngãi",5924,36
6180,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Trường Giang,xa,truong-giang,Xã Trường Giang,"Trường Giang, Quảng Ngãi","Xã Trường Giang, Tỉnh Quảng Ngãi",6180,36
6436,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Ba Gia,xa,ba-gia,Xã Ba Gia,"Ba Gia, Quảng Ngãi","Xã Ba Gia, Tỉnh Quảng Ngãi",6436,36
6692,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Sơn Tịnh,xa,son-tinh,Xã Sơn Tịnh,"Sơn Tịnh, Quảng Ngãi","Xã Sơn Tịnh, Tỉnh Quảng Ngãi",6692,36
6948,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Thọ Phong,xa,tho-phong,Xã Thọ Phong,"Thọ Phong, Quảng Ngãi","Xã Thọ Phong, Tỉnh Quảng Ngãi",6948,36
7204,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Tư Nghĩa,xa,tu-nghia,Xã Tư Nghĩa,"Tư Nghĩa, Quảng Ngãi","Xã Tư Nghĩa, Tỉnh Quảng Ngãi",7204,36
7460,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Vệ Giang,xa,ve-giang,Xã Vệ Giang,"Vệ Giang, Quảng Ngãi","Xã Vệ Giang, Tỉnh Quảng Ngãi",7460,36
7716,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Nghĩa Giang,xa,nghia-giang,Xã Nghĩa Giang,"Nghĩa Giang, Quảng Ngãi","Xã Nghĩa Giang, Tỉnh Quảng Ngãi",7716,36
7972,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Trà Giang,xa,tra-giang,Xã Trà Giang,"Trà Giang, Quảng Ngãi","Xã Trà Giang, Tỉnh Quảng Ngãi",7972,36
8228,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Nghĩa Hành,xa,nghia-hanh,Xã Nghĩa Hành,"Nghĩa Hành, Quảng Ngãi","Xã Nghĩa Hành, Tỉnh Quảng Ngãi",8228,36
8484,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đình Cương,xa,dinh-cuong,Xã Đình Cương,"Đình Cương, Quảng Ngãi","Xã Đình Cương, Tỉnh Quảng Ngãi",8484,36
8740,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Thiện Tín,xa,thien-tin,Xã Thiện Tín,"Thiện Tín, Quảng Ngãi","Xã Thiện Tín, Tỉnh Quảng Ngãi",8740,36
8996,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Phước Giang,xa,phuoc-giang,Xã Phước Giang,"Phước Giang, Quảng Ngãi","Xã Phước Giang, Tỉnh Quảng Ngãi",8996,36
9252,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Long Phụng,xa,long-phung,Xã Long Phụng,"Long Phụng, Quảng Ngãi","Xã Long Phụng, Tỉnh Quảng Ngãi",9252,36
9508,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Mỏ Cày,xa,mo-cay,Xã Mỏ Cày,"Mỏ Cày, Quảng Ngãi","Xã Mỏ Cày, Tỉnh Quảng Ngãi",9508,36
9764,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Mộ Đức,xa,mo-duc,Xã Mộ Đức,"Mộ Đức, Quảng Ngãi","Xã Mộ Đức, Tỉnh Quảng Ngãi",9764,36
10020,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Lân Phong,xa,lan-phong,Xã Lân Phong,"Lân Phong, Quảng Ngãi","Xã Lân Phong, Tỉnh Quảng Ngãi",10020,36
10276,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Trà Bồng,xa,tra-bong,Xã Trà Bồng,"Trà Bồng, Quảng Ngãi","Xã Trà Bồng, Tỉnh Quảng Ngãi",10276,36
10532,Quảng Ngãi,quang-ngai,tinh,Tỉnh Quảng Ngãi,Đông Trà Bồng,xa,dong-tra-bong,Xã Đông Trà Bồng,"Đông Trà Bồng, Quảng Ngãi","Xã Đông Trà Bồng, Tỉnh Quảng Ngãi",10532,36
